loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
13500,36 months,11.05,432.76,B,8 years,MORTGAGE,36375.0,Not Verified,other,23.1,0,713,39.5,Fully Paid,2026-03-23 08:00:00
11800,36 months,12.34,388.22,C,5 years,RENT,43029.0,Not Verified,debt_consolidation,15.37,0,685,9.83,Charged Off,2026-03-18 11:00:00
7100,60 months,23.89,181.8,F,10+ years,MORTGAGE,109381.0,Verified,credit_card,16.69,0,656,77.03,Fully Paid,2026-05-20 02:00:00
23100,36 months,15.32,798.73,C,8 years,MORTGAGE,30060.0,Not Verified,debt_consolidation,6.52,0,700,24.07,Fully Paid,2026-03-15 04:00:00
6200,36 months,10.47,201.43,B,10+ years,OWN,61100.0,Verified,debt_consolidation,13.71,0,721,70.7,Fully Paid,2026-03-08 10:00:00
4800,36 months,20.02,172.38,E,,MORTGAGE,64500.0,Verified,credit_card,19.91,0,692,40.03,Charged Off,2026-04-11 17:00:00
15300,36 months,16.02,523.07,C,10+ years,MORTGAGE,110458.0,Not Verified,credit_card,20.91,0,713,51.57,Charged Off,2026-04-02 16:00:00
7400,36 months,9.75,225.96,A,2 years,MORTGAGE,51762.0,Verified,debt_consolidation,6.94,0,745,45.97,Fully Paid,2026-04-23 10:00:00
7100,36 months,18.17,239.81,D,10+ years,MORTGAGE,61433.0,Verified,credit_card,17.33,0,706,59.47,Charged Off,2026-05-13 04:00:00
19700,36 months,29.05,768.24,F,4 years,MORTGAGE,72921.0,Verified,other,13.6,0,678,76.03,Fully Paid,2026-05-23 09:00:00
10600,36 months,20.56,388.88,E,2 years,MORTGAGE,66188.0,Source Verified,debt_consolidation,23.35,0,680,48.2,Charged Off,2026-03-23 14:00:00
13200,60 months,16.07,284.18,C,3 years,RENT,55192.0,Not Verified,debt_consolidation,12.25,1,724,63.03,Fully Paid,2026-05-19 21:00:00
12500,36 months,14.69,410.36,B,9 years,MORTGAGE,85331.0,Verified,debt_consolidation,11.77,0,709,54.27,Fully Paid,2026-04-20 22:00:00
17800,36 months,12.64,596.67,C,< 1 year,MORTGAGE,85300.0,Verified,credit_card,13.58,0,708,75.5,Fully Paid,2026-03-05 11:00:00
14800,60 months,12.48,292.92,B,10+ years,MORTGAGE,32221.0,Not Verified,debt_consolidation,19.18,0,764,71.23,Fully Paid,2026-05-20 02:00:00
5300,36 months,11.97,174.7,B,10+ years,MORTGAGE,181929.0,Not Verified,debt_consolidation,24.63,0,738,45.47,Fully Paid,2026-03-10 09:00:00
17200,36 months,14.91,566.45,B,3 years,MORTGAGE,213371.0,Not Verified,credit_card,8.36,0,729,53.07,Fully Paid,2026-04-22 15:00:00
6300,36 months,24.83,235.19,E,,RENT,94981.0,Not Verified,debt_consolidation,16.41,0,672,81.5,Charged Off,2026-05-10 00:00:00
9900,36 months,8.27,306.91,A,10+ years,RENT,71012.0,Not Verified,small_business,14.84,2,766,44.73,Fully Paid,2026-03-19 21:00:00
7200,60 months,20.27,185.86,E,,MORTGAGE,43781.0,Verified,debt_consolidation,31.42,0,692,38.0,Fully Paid,2026-03-28 18:00:00
9200,36 months,9.38,283.56,A,10+ years,MORTGAGE,38700.0,Not Verified,debt_consolidation,24.03,0,738,71.63,Fully Paid,2026-04-12 09:00:00
13400,36 months,15.17,433.45,B,9 years,MORTGAGE,57238.0,Not Verified,debt_consolidation,9.8,0,730,50.97,Fully Paid,2026-05-17 07:00:00
8700,36 months,11.48,282.69,B,8 years,RENT,103404.0,Verified,debt_consolidation,24.36,0,725,58.93,Fully Paid,2026-03-18 10:00:00
21500,60 months,12.46,445.89,B,4 years,MORTGAGE,24002.0,Not Verified,debt_consolidation,25.87,1,697,37.57,Fully Paid,2026-04-26 03:00:00
12200,36 months,27.1,482.49,E,2 years,MORTGAGE,61723.0,Not Verified,debt_consolidation,25.16,0,646,51.93,Fully Paid,2026-04-12 08:00:00
15600,36 months,6.82,476.85,A,10+ years,RENT,152358.0,Source Verified,debt_consolidation,17.93,2,742,86.27,Fully Paid,2026-03-15 17:00:00
12500,36 months,12.75,396.04,B,3 years,MORTGAGE,66833.0,Verified,credit_card,11.59,0,704,67.43,Fully Paid,2026-04-29 10:00:00
12300,36 months,19.02,423.5,C,5 years,OWN,30956.0,Not Verified,debt_consolidation,7.05,0,717,53.7,Fully Paid,2026-05-05 14:00:00
29200,36 months,19.73,1037.14,D,10+ years,MORTGAGE,76125.0,Verified,debt_consolidation,32.78,0,680,38.0,Fully Paid,2026-04-17 02:00:00
11400,60 months,7.51,223.11,A,10+ years,RENT,80212.0,Source Verified,home_improvement,20.99,1,767,,Fully Paid,2026-03-22 12:00:00
14200,60 months,13.96,326.45,C,6 years,MORTGAGE,65800.0,Source Verified,home_improvement,10.81,0,702,36.77,Fully Paid,2026-03-15 07:00:00
14800,36 months,18.75,522.15,D,5 years,MORTGAGE,62350.0,Not Verified,debt_consolidation,28.25,0,690,37.43,Fully Paid,2026-04-09 23:00:00
21800,36 months,18.85,764.81,D,5 years,MORTGAGE,60638.0,Not Verified,major_purchase,21.22,1,683,29.2,Fully Paid,2026-04-14 01:00:00
9200,60 months,9.87,181.61,B,5 years,OWN,65100.0,Not Verified,debt_consolidation,15.62,1,744,45.1,Fully Paid,2026-04-15 22:00:00
6100,60 months,18.93,154.67,E,1 year,RENT,19550.0,Source Verified,debt_consolidation,15.33,0,687,73.83,Charged Off,2026-03-20 23:00:00
14300,36 months,13.68,466.0,B,3 years,OWN,71575.0,Not Verified,credit_card,14.08,2,708,106.1,Charged Off,2026-04-16 22:00:00
15300,36 months,18.89,548.46,D,7 years,MORTGAGE,50062.0,Not Verified,debt_consolidation,19.18,0,690,102.6,Charged Off,2026-03-25 10:00:00
40000,36 months,19.03,1387.2,D,10+ years,MORTGAGE,58167.0,Source Verified,debt_consolidation,18.04,1,697,97.13,Fully Paid,2026-04-29 09:00:00
17300,36 months,22.56,625.96,D,10+ years,OWN,36806.0,Not Verified,major_purchase,6.94,1,689,40.6,Fully Paid,2026-05-04 10:00:00
23000,36 months,14.75,755.72,C,10+ years,MORTGAGE,20842.0,Verified,credit_card,19.93,1,702,96.77,Charged Off,2026-04-22 00:00:00
29200,36 months,18.9,1068.88,E,2 years,RENT,65900.0,Not Verified,debt_consolidation,10.08,1,668,36.5,Charged Off,2026-03-06 16:00:00
18500,36 months,27.14,703.08,F,< 1 year,MORTGAGE,52956.0,Not Verified,credit_card,36.0,1,665,108.33,Fully Paid,2026-05-19 16:00:00
10000,36 months,11.94,331.86,C,9 years,OWN,49700.0,Not Verified,debt_consolidation,13.19,0,709,86.4,Fully Paid,2026-03-08 22:00:00
10200,36 months,15.27,328.02,B,4 years,MORTGAGE,48100.0,Source Verified,home_improvement,8.48,0,688,90.83,Fully Paid,2026-05-18 13:00:00
7200,36 months,10.38,233.61,B,10+ years,RENT,33800.0,Verified,major_purchase,16.85,0,699,28.8,Fully Paid,2026-03-06 02:00:00
11300,36 months,14.15,370.75,C,6 years,MORTGAGE,80850.0,Verified,debt_consolidation,48.54,0,680,51.6,Fully Paid,2026-04-16 11:00:00
9000,36 months,7.34,277.24,A,9 years,RENT,39852.0,Source Verified,small_business,16.91,1,770,56.97,Fully Paid,2026-03-14 19:00:00
12700,36 months,12.45,421.52,B,10+ years,MORTGAGE,54344.0,Source Verified,credit_card,30.39,1,705,62.57,Fully Paid,2026-03-15 05:00:00
12200,36 months,18.68,421.01,D,10+ years,MORTGAGE,43167.0,Source Verified,debt_consolidation,2.45,0,696,77.13,Fully Paid,2026-04-30 19:00:00
8800,36 months,21.19,314.58,D,1 year,RENT,90667.0,Source Verified,major_purchase,11.09,1,692,89.33,Fully Paid,2026-05-01 09:00:00
11200,36 months,18.55,405.19,D,10+ years,RENT,47098.0,Source Verified,credit_card,7.3,0,686,29.07,Fully Paid,2026-03-13 21:00:00
10200,36 months,13.11,317.8,A,10+ years,MORTGAGE,13335.0,Not Verified,major_purchase,18.93,1,763,66.13,Fully Paid,2026-05-21 15:00:00
13600,36 months,12.93,448.02,B,4 years,RENT,71250.0,Verified,credit_card,18.78,0,737,55.7,Fully Paid,2026-03-24 07:00:00
24200,36 months,14.54,815.86,C,10+ years,RENT,33375.0,Source Verified,debt_consolidation,18.02,0,700,59.3,Fully Paid,2026-03-26 00:00:00
40000,60 months,15.26,925.76,C,7 years,OWN,108656.0,Not Verified,credit_card,19.14,0,711,57.6,Fully Paid,2026-03-24 16:00:00
10100,36 months,17.53,350.27,D,< 1 year,RENT,46315.0,Verified,major_purchase,17.45,0,673,83.93,Fully Paid,2026-04-09 06:00:00
15600,36 months,7.96,481.4,A,10+ years,MORTGAGE,145283.0,Verified,debt_consolidation,27.69,0,736,27.83,Fully Paid,2026-03-20 07:00:00
24700,36 months,21.98,911.41,E,7 years,RENT,100602.0,Source Verified,debt_consolidation,10.2,0,664,32.83,Fully Paid,2026-04-07 11:00:00
10100,36 months,14.15,341.04,C,4 years,RENT,48588.0,Not Verified,debt_consolidation,20.46,0,684,84.83,Fully Paid,2026-03-17 17:00:00
3900,36 months,17.11,139.26,D,10+ years,OWN,39000.0,Source Verified,debt_consolidation,15.58,1,689,47.9,Fully Paid,2026-03-07 18:00:00
5800,60 months,15.93,134.75,D,2 years,RENT,48583.0,Not Verified,small_business,17.25,0,684,60.37,Fully Paid,2026-04-01 15:00:00
7700,36 months,12.5,243.07,B,6 years,MORTGAGE,29917.0,Verified,debt_consolidation,19.4,0,736,41.43,Fully Paid,2026-04-28 09:00:00
19100,60 months,18.1,440.47,C,10+ years,MORTGAGE,63619.0,Not Verified,debt_consolidation,22.4,2,711,75.5,Fully Paid,2026-05-08 23:00:00
14100,60 months,15.88,327.21,C,8 years,OWN,195800.0,Source Verified,debt_consolidation,20.56,1,703,29.97,Fully Paid,2026-04-04 00:00:00
6000,36 months,22.63,226.45,E,10+ years,RENT,60469.0,Verified,credit_card,17.03,0,662,20.3,Fully Paid,2026-03-28 18:00:00
14100,36 months,16.08,465.5,C,10+ years,OWN,57362.0,Not Verified,car,12.61,1,692,41.6,Fully Paid,2026-05-09 07:00:00
22800,36 months,19.08,791.26,D,10+ years,MORTGAGE,91667.0,Verified,major_purchase,37.08,1,710,64.53,Charged Off,2026-05-03 22:00:00
22700,60 months,17.94,521.62,D,10+ years,MORTGAGE,46556.0,Verified,credit_card,7.05,0,693,54.2,Fully Paid,2026-05-08 00:00:00
16900,36 months,25.08,628.75,E,7 years,MORTGAGE,49479.0,Source Verified,debt_consolidation,8.02,0,688,25.37,Fully Paid,2026-05-13 00:00:00
4100,36 months,20.55,144.25,D,10+ years,RENT,101644.0,Verified,credit_card,45.61,0,689,84.4,Fully Paid,2026-05-10 00:00:00
6000,60 months,15.17,126.51,C,10+ years,RENT,39544.0,Verified,debt_consolidation,20.52,2,713,95.63,Fully Paid,2026-05-19 20:00:00
18900,36 months,17.88,663.35,D,4 years,MORTGAGE,47392.0,Verified,medical,18.51,0,658,64.57,Charged Off,2026-04-01 00:00:00
37400,36 months,17.5,1305.66,D,1 year,RENT,113117.0,Verified,debt_consolidation,14.61,0,670,33.57,Fully Paid,2026-04-04 19:00:00
7400,36 months,12.29,241.53,B,10+ years,MORTGAGE,60188.0,Verified,debt_consolidation,22.52,0,703,45.4,Charged Off,2026-03-29 04:00:00
10900,36 months,10.49,349.11,B,9 years,MORTGAGE,55871.0,Verified,debt_consolidation,16.74,1,698,42.53,Fully Paid,2026-03-18 09:00:00
8200,36 months,24.54,307.0,E,< 1 year,RENT,47500.0,Verified,debt_consolidation,9.92,0,695,37.03,Fully Paid,2026-05-02 02:00:00
9600,36 months,29.01,381.75,F,10+ years,MORTGAGE,40583.0,Not Verified,debt_consolidation,28.88,1,674,68.23,Charged Off,2026-05-03 10:00:00
40000,36 months,23.36,1463.41,E,2 years,MORTGAGE,154131.0,Source Verified,debt_consolidation,28.4,0,670,90.8,Charged Off,2026-05-09 14:00:00
18800,36 months,11.36,609.81,B,10+ years,OWN,77529.0,Not Verified,medical,27.65,0,706,60.83,Fully Paid,2026-03-16 00:00:00
21800,36 months,12.67,705.17,B,2 years,OTHER,54735.0,Verified,debt_consolidation,19.29,0,729,37.73,Fully Paid,2026-04-10 15:00:00
9500,36 months,14.84,323.95,C,10+ years,MORTGAGE,92383.0,Not Verified,debt_consolidation,43.81,0,700,67.43,Charged Off,2026-03-17 04:00:00
7000,36 months,20.77,245.31,E,2 years,RENT,53121.0,Not Verified,debt_consolidation,33.15,0,677,38.27,Fully Paid,2026-05-16 22:00:00
9600,36 months,15.02,325.87,C,1 year,RENT,92625.0,Not Verified,credit_card,26.13,1,701,98.1,Fully Paid,2026-03-23 11:00:00
11200,36 months,8.84,352.73,B,4 years,MORTGAGE,100169.0,Not Verified,debt_consolidation,29.16,0,702,71.47,Fully Paid,2026-03-15 22:00:00
12500,36 months,21.2,453.16,D,< 1 year,MORTGAGE,55475.0,Not Verified,debt_consolidation,33.8,1,679,78.3,Fully Paid,2026-04-14 05:00:00
8200,36 months,17.59,274.67,C,10+ years,MORTGAGE,32142.0,Verified,credit_card,9.97,2,716,82.17,Fully Paid,2026-05-13 22:00:00
16000,60 months,19.84,379.3,D,10+ years,RENT,83679.0,Source Verified,car,17.94,2,711,62.57,Fully Paid,2026-05-12 15:00:00
15900,36 months,6.93,486.81,A,1 year,MORTGAGE,46315.0,Source Verified,debt_consolidation,10.32,0,733,44.57,Fully Paid,2026-03-14 16:00:00
9400,60 months,13.68,209.95,C,1 year,MORTGAGE,67688.0,Not Verified,debt_consolidation,12.18,2,724,59.8,Fully Paid,2026-03-25 18:00:00
11800,60 months,10.59,251.24,B,10+ years,RENT,71969.0,Verified,home_improvement,8.65,2,705,45.47,Charged Off,2026-03-14 05:00:00
8600,36 months,18.35,305.97,D,5 years,MORTGAGE,101344.0,Not Verified,home_improvement,36.65,0,680,55.1,Fully Paid,2026-03-23 11:00:00
6900,36 months,12.98,222.58,B,10+ years,MORTGAGE,78312.0,Source Verified,debt_consolidation,14.58,1,695,36.8,Fully Paid,2026-04-16 04:00:00
8400,36 months,19.11,302.04,D,4 years,MORTGAGE,56906.0,Verified,credit_card,16.74,0,699,19.2,Fully Paid,2026-03-29 09:00:00
23700,60 months,14.18,553.67,C,10+ years,MORTGAGE,51200.0,Verified,major_purchase,16.38,2,699,45.6,Fully Paid,2026-03-08 11:00:00
18600,60 months,13.57,400.43,B,8 years,MORTGAGE,144900.0,Verified,credit_card,41.67,0,723,65.1,Fully Paid,2026-04-14 11:00:00
11200,60 months,9.91,237.47,B,1 year,OWN,45000.0,Source Verified,debt_consolidation,12.45,0,711,22.8,Fully Paid,2026-03-04 18:00:00
5700,36 months,8.38,176.99,A,10+ years,MORTGAGE,66796.0,Source Verified,debt_consolidation,21.29,1,744,37.23,Fully Paid,2026-03-18 20:00:00
9000,60 months,11.06,195.95,B,2 years,MORTGAGE,61100.0,Verified,debt_consolidation,26.17,0,686,,Charged Off,2026-03-05 22:00:00
13100,36 months,6.58,399.0,B,10+ years,RENT,42006.0,Not Verified,debt_consolidation,6.14,2,741,74.87,Fully Paid,2026-03-12 18:00:00
20600,36 months,14.22,681.46,C,10+ years,RENT,49450.0,Not Verified,debt_consolidation,13.11,1,700,63.83,Charged Off,2026-04-06 17:00:00
28900,36 months,18.25,977.24,D,4 years,MORTGAGE,57950.0,Source Verified,other,8.91,0,707,90.37,Fully Paid,2026-05-16 08:00:00
10500,36 months,17.87,355.66,D,9 years,MORTGAGE,16331.0,Verified,debt_consolidation,27.9,0,702,67.6,Fully Paid,2026-05-05 13:00:00
10500,36 months,10.94,340.98,B,10+ years,RENT,85383.0,Verified,debt_consolidation,2.84,0,709,42.77,Fully Paid,2026-03-11 04:00:00
10700,36 months,14.52,368.41,C,< 1 year,RENT,63400.0,Source Verified,debt_consolidation,7.31,0,691,35.3,Fully Paid,2026-03-07 21:00:00
5700,36 months,20.52,207.56,D,5 years,RENT,75992.0,Source Verified,home_improvement,11.51,0,674,36.77,Charged Off,2026-04-03 19:00:00
9500,60 months,15.92,213.34,D,3 years,MORTGAGE,38181.0,Verified,debt_consolidation,18.75,0,685,85.67,Fully Paid,2026-04-22 18:00:00
12400,36 months,26.16,474.59,F,7 years,RENT,70250.0,Source Verified,debt_consolidation,9.89,0,669,49.73,Charged Off,2026-05-03 09:00:00
10300,60 months,25.39,278.01,F,7 years,MORTGAGE,71338.0,Not Verified,home_improvement,16.76,0,666,65.1,Fully Paid,2026-05-06 18:00:00
31900,36 months,7.45,962.53,A,10+ years,RENT,74433.0,Not Verified,debt_consolidation,9.57,0,725,78.27,Fully Paid,2026-04-02 23:00:00
7500,36 months,10.89,241.62,B,10+ years,RENT,97750.0,Verified,debt_consolidation,13.46,0,700,80.73,Charged Off,2026-03-17 17:00:00
22300,36 months,16.31,787.42,D,10+ years,MORTGAGE,48200.0,Not Verified,major_purchase,34.75,0,692,21.7,Fully Paid,2026-03-03 06:00:00
20300,36 months,15.04,699.14,C,2 years,MORTGAGE,49938.0,Verified,major_purchase,18.18,0,726,85.07,Fully Paid,2026-03-12 10:00:00
14900,36 months,9.33,476.11,B,2 years,RENT,31200.0,Source Verified,debt_consolidation,12.92,0,731,80.7,Fully Paid,2026-03-05 22:00:00
9700,60 months,16.0,210.9,B,3 years,RENT,62383.0,Not Verified,credit_card,12.38,0,706,82.47,Charged Off,2026-05-16 15:00:00
8700,36 months,14.57,293.43,C,9 years,MORTGAGE,83906.0,Verified,debt_consolidation,17.15,0,689,76.6,Fully Paid,2026-03-25 17:00:00
10200,60 months,21.59,253.99,E,10+ years,RENT,115294.0,Source Verified,credit_card,10.43,1,698,105.3,Fully Paid,2026-05-10 06:00:00
16400,36 months,16.15,553.77,C,5 years,RENT,28262.0,Verified,debt_consolidation,31.68,1,702,53.2,Charged Off,2026-04-17 06:00:00
22500,36 months,16.83,767.14,C,6 years,OWN,67812.0,Verified,credit_card,13.4,0,698,85.3,Fully Paid,2026-04-13 11:00:00
8000,60 months,7.9,152.44,A,5 years,MORTGAGE,33683.0,Verified,credit_card,3.62,0,733,52.93,Fully Paid,2026-04-11 04:00:00
3400,60 months,18.19,78.57,C,10+ years,RENT,33800.0,Not Verified,credit_card,12.35,0,703,72.1,Fully Paid,2026-05-08 00:00:00
8400,36 months,10.74,273.97,B,10+ years,RENT,74500.0,Verified,credit_card,13.89,0,690,53.5,Charged Off,2026-03-04 17:00:00
4200,36 months,15.54,145.68,C,3 years,RENT,166360.0,Verified,debt_consolidation,9.24,0,713,43.47,Fully Paid,2026-03-12 06:00:00
16900,36 months,16.98,581.55,D,9 years,MORTGAGE,55094.0,Not Verified,credit_card,23.53,0,696,33.93,Charged Off,2026-04-08 02:00:00
18500,36 months,9.37,574.36,B,< 1 year,RENT,28875.0,Verified,debt_consolidation,8.4,0,752,23.37,Fully Paid,2026-04-03 07:00:00
9500,36 months,9.89,292.85,A,10+ years,RENT,190400.0,Not Verified,credit_card,16.93,0,765,42.4,Fully Paid,2026-04-16 23:00:00
32800,60 months,22.7,845.44,D,2 years,RENT,102750.0,Not Verified,debt_consolidation,10.38,0,690,57.63,Fully Paid,2026-04-30 03:00:00
9900,36 months,24.29,371.92,E,3 years,RENT,32373.0,Source Verified,credit_card,13.25,0,660,95.57,Fully Paid,2026-04-21 23:00:00
12800,60 months,8.34,252.49,B,4 years,OWN,94969.0,Not Verified,debt_consolidation,29.67,1,732,36.1,Charged Off,2026-03-25 18:00:00
6800,36 months,14.18,228.07,C,10+ years,RENT,152438.0,Verified,debt_consolidation,22.74,0,683,36.2,Charged Off,2026-03-26 11:00:00
26100,36 months,15.76,857.7,B,10+ years,MORTGAGE,68819.0,Not Verified,debt_consolidation,20.18,0,717,94.6,Fully Paid,2026-05-07 07:00:00
11400,60 months,11.45,244.75,B,3 years,MORTGAGE,30188.0,Source Verified,debt_consolidation,24.06,1,702,37.83,Fully Paid,2026-03-18 03:00:00
9600,36 months,9.2,292.92,B,,RENT,131862.0,Not Verified,debt_consolidation,21.65,0,763,32.7,Fully Paid,2026-04-17 01:00:00
6400,36 months,13.15,206.96,B,10+ years,RENT,56875.0,Not Verified,debt_consolidation,21.67,0,702,67.3,Fully Paid,2026-04-14 14:00:00
15500,36 months,11.95,481.79,A,1 year,RENT,32094.0,Not Verified,credit_card,16.6,0,726,57.0,Fully Paid,2026-05-07 12:00:00
10100,36 months,16.9,339.82,C,2 years,RENT,44500.0,Source Verified,debt_consolidation,13.36,1,699,63.13,Fully Paid,2026-04-27 20:00:00
24300,36 months,20.24,875.34,E,10+ years,MORTGAGE,116817.0,Not Verified,debt_consolidation,12.03,1,664,40.13,Charged Off,2026-04-09 07:00:00
13700,60 months,22.64,371.71,E,10+ years,RENT,45188.0,Not Verified,debt_consolidation,14.79,0,666,34.4,Fully Paid,2026-03-28 11:00:00
12800,36 months,16.04,437.72,C,9 years,OWN,71133.0,Not Verified,debt_consolidation,24.1,0,689,52.17,Charged Off,2026-04-04 17:00:00
4800,36 months,12.03,154.95,B,10+ years,OTHER,91392.0,Not Verified,debt_consolidation,39.44,0,708,42.97,Fully Paid,2026-04-03 20:00:00
11400,36 months,12.98,378.53,C,8 years,RENT,80500.0,Verified,home_improvement,14.51,0,708,81.43,Fully Paid,2026-03-21 05:00:00
13300,60 months,13.68,283.77,B,6 years,MORTGAGE,34679.0,Verified,credit_card,22.36,0,704,53.97,Fully Paid,2026-04-20 11:00:00
4600,60 months,11.66,99.24,B,7 years,MORTGAGE,157838.0,Verified,debt_consolidation,15.15,1,744,33.63,Fully Paid,2026-03-18 09:00:00
7300,60 months,17.53,169.97,D,7 years,RENT,30750.0,Not Verified,debt_consolidation,17.95,0,698,51.57,Fully Paid,2026-04-24 13:00:00
20900,36 months,21.89,749.2,F,,RENT,36238.0,Source Verified,debt_consolidation,25.2,1,664,71.1,Charged Off,2026-05-09 14:00:00
6500,36 months,12.66,201.18,B,10+ years,RENT,45633.0,Source Verified,debt_consolidation,15.45,1,726,58.43,Fully Paid,2026-05-22 01:00:00
23300,36 months,6.91,713.17,A,< 1 year,RENT,26535.0,Verified,debt_consolidation,16.94,0,738,35.57,Fully Paid,2026-03-14 23:00:00
11000,36 months,30.78,444.84,F,10+ years,OWN,52081.0,Not Verified,debt_consolidation,17.97,0,672,54.4,Charged Off,2026-05-05 21:00:00
8300,60 months,17.92,208.16,D,6 years,RENT,21640.0,Verified,debt_consolidation,17.73,1,684,49.37,Fully Paid,2026-03-10 01:00:00
6600,36 months,19.28,236.23,D,5 years,RENT,34650.0,Not Verified,credit_card,24.54,0,682,44.87,Fully Paid,2026-03-30 14:00:00
11900,60 months,8.01,235.69,A,2 years,RENT,44083.0,Verified,debt_consolidation,14.37,1,761,41.13,Fully Paid,2026-03-20 01:00:00
4400,36 months,5.62,132.11,A,10+ years,MORTGAGE,40342.0,Not Verified,credit_card,13.34,1,763,33.57,Fully Paid,2026-03-13 15:00:00
8800,36 months,22.94,335.8,F,10+ years,MORTGAGE,137329.0,Source Verified,major_purchase,33.68,1,641,65.93,Charged Off,2026-03-17 23:00:00
5100,36 months,10.63,166.08,B,7 years,MORTGAGE,181700.0,Source Verified,debt_consolidation,22.49,0,712,61.6,Fully Paid,2026-03-07 11:00:00
5400,60 months,17.24,122.15,C,10+ years,MORTGAGE,98475.0,Verified,medical,14.07,1,685,47.5,Fully Paid,2026-05-09 04:00:00
7200,36 months,13.49,244.3,C,2 years,RENT,102400.0,Not Verified,debt_consolidation,14.08,0,708,61.5,Fully Paid,2026-03-04 12:00:00
20800,36 months,8.96,641.86,A,< 1 year,OWN,25942.0,Verified,debt_consolidation,7.76,0,717,25.37,Fully Paid,2026-03-31 16:00:00
12400,36 months,21.09,442.65,D,10+ years,MORTGAGE,94083.0,Not Verified,debt_consolidation,14.38,0,684,30.93,Fully Paid,2026-05-02 04:00:00
7400,36 months,17.82,246.92,C,10+ years,MORTGAGE,56810.0,Source Verified,home_improvement,15.44,0,707,59.33,Fully Paid,2026-05-22 16:00:00
5400,36 months,16.84,178.94,C,5 years,RENT,49083.0,Not Verified,credit_card,22.86,0,720,42.57,Fully Paid,2026-05-12 04:00:00
7400,36 months,6.7,225.79,A,1 year,OWN,47588.0,Source Verified,debt_consolidation,13.34,0,721,75.37,Fully Paid,2026-03-10 18:00:00
8500,36 months,20.56,294.91,D,< 1 year,MORTGAGE,72073.0,Verified,debt_consolidation,23.37,0,694,46.03,Charged Off,2026-05-21 09:00:00
12300,36 months,14.23,401.12,B,2 years,RENT,122744.0,Not Verified,debt_consolidation,18.02,1,714,44.97,Fully Paid,2026-04-23 13:00:00
5400,36 months,18.36,193.49,D,1 year,MORTGAGE,46000.0,Not Verified,debt_consolidation,10.08,0,664,55.53,Fully Paid,2026-03-17 03:00:00
4900,36 months,22.04,180.96,D,1 year,OTHER,34758.0,Verified,debt_consolidation,25.35,0,667,55.63,Charged Off,2026-04-12 15:00:00
17000,36 months,17.61,565.54,B,10+ years,MORTGAGE,36229.0,Not Verified,credit_card,8.68,0,719,60.33,Fully Paid,2026-05-20 17:00:00
21000,36 months,8.47,643.34,A,,MORTGAGE,86808.0,Source Verified,major_purchase,13.91,1,736,62.27,Fully Paid,2026-04-01 16:00:00
11000,60 months,24.59,313.84,E,,RENT,48492.0,Verified,debt_consolidation,10.32,0,672,48.03,Charged Off,2026-03-16 10:00:00
5400,60 months,18.35,123.84,C,4 years,MORTGAGE,129754.0,Not Verified,debt_consolidation,17.16,0,679,48.57,Fully Paid,2026-05-17 03:00:00
24200,36 months,26.3,909.25,F,10+ years,RENT,41008.0,Source Verified,other,17.11,1,668,82.23,Fully Paid,2026-05-19 15:00:00
8200,36 months,17.11,270.83,C,4 years,RENT,61358.0,Verified,car,7.49,0,693,81.43,Fully Paid,2026-05-24 21:00:00
3200,60 months,17.45,71.1,D,6 years,MORTGAGE,39312.0,Verified,credit_card,17.15,0,721,78.43,Fully Paid,2026-05-21 11:00:00
2400,60 months,15.01,51.0,B,< 1 year,MORTGAGE,23512.0,Verified,debt_consolidation,49.22,1,717,81.07,Charged Off,2026-05-17 02:00:00
13400,36 months,15.7,452.79,C,10+ years,RENT,96929.0,Source Verified,debt_consolidation,25.24,1,711,93.73,Fully Paid,2026-04-07 06:00:00
10700,36 months,10.71,343.8,B,1 year,RENT,73983.0,Source Verified,credit_card,19.57,1,732,46.43,Fully Paid,2026-03-17 03:00:00
33700,36 months,24.03,1261.53,E,1 year,RENT,78498.0,Not Verified,home_improvement,19.87,0,679,74.97,Fully Paid,2026-04-25 14:00:00
8900,36 months,14.79,303.27,B,10+ years,MORTGAGE,102446.0,Not Verified,credit_card,30.38,0,699,46.63,Charged Off,2026-03-21 17:00:00
8200,60 months,9.73,163.26,A,2 years,MORTGAGE,39596.0,Source Verified,major_purchase,8.77,0,745,36.83,Fully Paid,2026-04-09 19:00:00
14600,36 months,15.16,482.56,C,6 years,RENT,76021.0,Verified,car,16.06,0,700,66.07,Fully Paid,2026-04-20 05:00:00
9900,36 months,20.84,344.84,D,1 year,MORTGAGE,38156.0,Source Verified,major_purchase,6.14,1,715,,Fully Paid,2026-05-24 14:00:00
6900,36 months,15.3,235.16,C,10+ years,RENT,52312.0,Not Verified,home_improvement,10.58,0,710,38.1,Fully Paid,2026-03-25 18:00:00
8800,60 months,15.46,204.58,D,10+ years,RENT,74812.0,Not Verified,credit_card,18.09,1,677,40.1,Fully Paid,2026-03-29 13:00:00
4200,36 months,19.3,146.21,D,2 years,OWN,97167.0,Verified,credit_card,26.09,0,680,45.23,Fully Paid,2026-05-03 02:00:00
7100,36 months,8.64,224.59,B,9 years,MORTGAGE,45600.0,Not Verified,debt_consolidation,11.88,1,717,59.1,Fully Paid,2026-03-07 23:00:00
